Frequency_Hz,Original_dB,Truncated_dB,Difference_dB
303.222656,-7.087041,-7.087034,0.000008
303.955078,-7.084028,-7.084450,-0.000421
304.687500,-7.080723,-7.081865,-0.001143
305.419922,-7.077492,-7.079281,-0.001789
306.152344,-7.078988,-7.082221,-0.003233
306.884766,-7.085193,-7.093650,-0.008457
307.617188,-7.097039,-7.105079,-0.008040
308.349609,-7.112641,-7.116508,-0.003867
309.082031,-7.130734,-7.130049,0.000685
309.814453,-7.148896,-7.147054,0.001842
310.546875,-7.166398,-7.164059,0.002339
311.279297,-7.182793,-7.181064,0.001729
312.011719,-7.196677,-7.193822,0.002855
312.744141,-7.207020,-7.199138,0.007882
313.476562,-7.212231,-7.204454,0.007776
314.208984,-7.213852,-7.209771,0.004081
314.941406,-7.212825,-7.210869,0.001956
315.673828,-7.209057,-7.204060,0.004997
316.406250,-7.202676,-7.197251,0.005424
317.138672,-7.193690,-7.190443,0.003247
317.871094,-7.181802,-7.179864,0.001938
318.603516,-7.167307,-7.161717,0.005590
319.335938,-7.149473,-7.143571,0.005902
320.068359,-7.128780,-7.125424,0.003356
320.800781,-7.105800,-7.104949,0.000851
321.533203,-7.079881,-7.079459,0.000422
322.265625,-7.053735,-7.053969,-0.000234
322.998047,-7.028024,-7.028479,-0.000455
323.730469,-7.003776,-7.004234,-0.000457
324.462891,-6.980752,-6.982872,-0.002120
325.195312,-6.959415,-6.961511,-0.002095
325.927734,-6.939056,-6.940149,-0.001093
326.660156,-6.919600,-6.920102,-0.000502
327.392578,-6.901283,-6.903334,-0.002052
328.125000,-6.884044,-6.886566,-0.002523
328.857422,-6.868480,-6.869798,-0.001318
329.589844,-6.853961,-6.854380,-0.000419
330.322266,-6.840414,-6.842598,-0.002184
331.054688,-6.828167,-6.830817,-0.002649
331.787109,-6.817210,-6.819035,-0.001825
332.519531,-6.808452,-6.809189,-0.000738
333.251953,-6.802487,-6.804992,-0.002505
333.984375,-6.799208,-6.800794,-0.001586
334.716797,-6.796453,-6.796597,-0.000144
335.449219,-6.792572,-6.790516,0.002057
336.181641,-6.783864,-6.778464,0.005401
336.914062,-6.772445,-6.766412,0.006033
337.646484,-6.758160,-6.754360,0.003800
338.378906,-6.741233,-6.740916,0.000317
339.111328,-6.722757,-6.722657,0.000101
339.843750,-6.704254,-6.704397,-0.000144
340.576172,-6.685957,-6.686138,-0.000180
341.308594,-6.668109,-6.668762,-0.000653
342.041016,-6.651445,-6.654733,-0.003287
342.773438,-6.636198,-6.640703,-0.004505
343.505859,-6.623892,-6.626673,-0.002781
344.238281,-6.613632,-6.614600,-0.000968
344.970703,-6.606773,-6.610679,-0.003906
345.703125,-6.602322,-6.606757,-0.004436
346.435547,-6.601179,-6.602836,-0.001657
347.167969,-6.599229,-6.598123,0.001107
347.900391,-6.595928,-6.589751,0.006177
348.632812,-6.589394,-6.581378,0.008016
349.365234,-6.579942,-6.573006,0.006936
350.097656,-6.562197,-6.560659,0.001538
350.830078,-6.538472,-6.527844,0.010628
351.562500,-6.504891,-6.495028,0.009863
352.294922,-6.468116,-6.462213,0.005902
353.027344,-6.428608,-6.427200,0.001408
353.759766,-6.385003,-6.379453,0.005551
354.492188,-6.338323,-6.331705,0.006619
355.224609,-6.288312,-6.283957,0.004355
355.957031,-6.235916,-6.234327,0.001589
356.689453,-6.178190,-6.172293,0.005897
357.421875,-6.117638,-6.110258,0.007380
358.154297,-6.053143,-6.048223,0.004920
358.886719,-5.985652,-5.985156,0.000496
359.619141,-5.915112,-5.914240,0.000871
360.351562,-5.843719,-5.843325,0.000394
361.083984,-5.771965,-5.772410,-0.000445
361.816406,-5.701945,-5.702364,-0.000418
362.548828,-5.633402,-5.640061,-0.006659
363.281250,-5.569482,-5.577759,-0.008276
364.013672,-5.508609,-5.515456,-0.006847
364.746094,-5.454409,-5.454625,-0.000217
365.478516,-5.403509,-5.409557,-0.006048
366.210938,-5.357072,-5.364488,-0.007417
366.943359,-5.314171,-5.319420,-0.005249
367.675781,-5.275189,-5.275106,0.000083
368.408203,-5.238058,-5.240814,-0.002757
369.140625,-5.202610,-5.206523,-0.003913
369.873047,-5.169697,-5.172232,-0.002535
370.605469,-5.138455,-5.138237,0.000218
371.337891,-5.108237,-5.109384,-0.001148
372.070312,-5.078655,-5.080532,-0.001877
372.802734,-5.050514,-5.051679,-0.001164
373.535156,-5.023197,-5.023182,0.000015
374.267578,-4.998088,-5.003432,-0.005344
375.000000,-4.975486,-4.983683,-0.008197
375.732422,-4.959343,-4.963934,-0.004591
376.464844,-4.944565,-4.944250,0.000316
377.197266,-4.930858,-4.927267,0.003591
377.929688,-4.915891,-4.910285,0.005606
378.662109,-4.898707,-4.893302,0.005405
379.394531,-4.876832,-4.876232,0.000600
380.126953,-4.849146,-4.848614,0.000531
380.859375,-4.820887,-4.820996,-0.000109
381.591797,-4.792339,-4.793378,-0.001039
382.324219,-4.765902,-4.765760,0.000141
383.056641,-4.741371,-4.741190,0.000182
383.789062,-4.717243,-4.716642,0.000602
384.521484,-4.693315,-4.692093,0.001222
385.253906,-4.667824,-4.667545,0.000279
385.986328,-4.641334,-4.641911,-0.000577
386.718750,-4.615229,-4.616252,-0.001024
387.451172,-4.589491,-4.590594,-0.001102
388.183594,-4.565243,-4.564935,0.000308
388.916016,-4.541945,-4.542875,-0.000930
389.648438,-4.520382,-4.520958,-0.000576
390.380859,-4.499482,-4.499041,0.000440
391.113281,-4.477330,-4.477124,0.000206
391.845703,-4.454383,-4.450936,0.003447
392.578125,-4.429245,-4.424505,0.004739
393.310547,-4.402746,-4.398075,0.004671
394.042969,-4.372355,-4.371645,0.000711
394.775391,-4.340827,-4.342607,-0.001780
395.507812,-4.312441,-4.313376,-0.000935
396.240234,-4.284967,-4.284145,0.000822
396.972656,-4.254938,-4.254914,0.000024
397.705078,-4.224017,-4.224453,-0.000436
398.437500,-4.194133,-4.193878,0.000255
399.169922,-4.164445,-4.163304,0.001141
399.902344,-4.132616,-4.132729,-0.000113
400.634766,-4.099721,-4.099125,0.000596
401.367188,-4.065755,-4.065184,0.000571
402.099609,-4.031304,-4.031243,0.000061
402.832031,-3.997310,-3.997302,0.000009
403.564453,-3.963618,-3.964276,-0.000659
404.296875,-3.930595,-3.931370,-0.000775
405.029297,-3.898004,-3.898464,-0.000461
405.761719,-3.865623,-3.865558,0.000065
406.494141,-3.833434,-3.834599,-0.001164
407.226562,-3.802566,-3.803932,-0.001366
407.958984,-3.772808,-3.773265,-0.000457
408.691406,-3.742770,-3.742598,0.000172
409.423828,-3.712455,-3.716195,-0.003740
410.156250,-3.685174,-3.690522,-0.005348
410.888672,-3.661549,-3.664849,-0.003301
411.621094,-3.638429,-3.639176,-0.000747
412.353516,-3.615882,-3.615321,0.000561
413.085938,-3.593013,-3.591816,0.001197
413.818359,-3.569434,-3.568311,0.001123
414.550781,-3.545161,-3.544806,0.000355
415.283203,-3.519165,-3.519126,0.000039
416.015625,-3.492958,-3.492978,-0.000021
416.748047,-3.466785,-3.466831,-0.000046
417.480469,-3.440598,-3.440683,-0.000085
418.212891,-3.414281,-3.415894,-0.001614
418.945312,-3.388159,-3.391430,-0.003272
419.677734,-3.363897,-3.366966,-0.003069
420.410156,-3.340845,-3.342501,-0.001656
421.142578,-3.323743,-3.328126,-0.004383
421.875000,-3.310282,-3.316399,-0.006117
422.607422,-3.299956,-3.304673,-0.004717
423.339844,-3.292355,-3.292946,-0.000591
424.072266,-3.282984,-3.281178,0.001806
424.804688,-3.271384,-3.269399,0.001985
425.537109,-3.259201,-3.257620,0.001581
426.269531,-3.246059,-3.245841,0.000218
427.001953,-3.232325,-3.232724,-0.000399
427.734375,-3.216833,-3.219188,-0.002355
428.466797,-3.201801,-3.205652,-0.003851
429.199219,-3.191501,-3.192116,-0.000615
429.931641,-3.181971,-3.176825,0.005147
430.664062,-3.168368,-3.160935,0.007433
431.396484,-3.152584,-3.145044,0.007539
432.128906,-3.131751,-3.129154,0.002597
432.861328,-3.106676,-3.104848,0.001828
433.593750,-3.080561,-3.077433,0.003128
434.326172,-3.053007,-3.050018,0.002989
435.058594,-3.024192,-3.022603,0.001589
435.791016,-2.992322,-2.994389,-0.002067
436.523438,-2.960793,-2.965856,-0.005063
437.255859,-2.933764,-2.937323,-0.003560
437.988281,-2.907784,-2.908790,-0.001007
438.720703,-2.883022,-2.884628,-0.001606
439.453125,-2.858898,-2.862345,-0.003447
440.185547,-2.836919,-2.840062,-0.003143
440.917969,-2.816965,-2.817778,-0.000813
441.650391,-2.798147,-2.798643,-0.000496
442.382812,-2.781339,-2.780962,0.000377
443.115234,-2.764359,-2.763281,0.001078
443.847656,-2.745790,-2.745600,0.000190
444.580078,-2.727198,-2.729392,-0.002194
445.312500,-2.710567,-2.713915,-0.003348
446.044922,-2.694823,-2.698437,-0.003615
446.777344,-2.681610,-2.682960,-0.001350
447.509766,-2.670703,-2.672827,-0.002123
448.242188,-2.661354,-2.665532,-0.004179
448.974609,-2.654927,-2.658238,-0.003312
449.707031,-2.649324,-2.650944,-0.001620
450.439453,-2.647038,-2.650005,-0.002967
451.171875,-2.645762,-2.652677,-0.006915
451.904297,-2.649485,-2.655349,-0.005864
